P1	5.41,3.75,1.55,9.12,9.61,3.6,4.9,1.05,4.76,7.81
P2	1.48,9.52,5.76,9.85,3.63,9.61,5.7,0.03,0.01,6.6
P3	9.03,4.53,7.69,7.64,7.56,2.25,0.31,0.42,2.47,2.98
P4	8.07,7.77,2.43,9.1,2.75,7.41,9.24,7.64,8.15,8.26
P5	7.47,1.48,2.22,8.27,3.89,6.0,2.13,3.62,5.88,2.87
P6	7.84,6.16,5.3,3.21,2.76,4.05,5.81,0.48,2.28,0.23
P7	7.09,7.91,2.37,5.13,9.11,5.77,0.85,2.42,3.16,1.8
P8	3.04,1.68,3.96,1.54,2.52,7.48,9.17,6.55,4.67,2.2
P9	8.28,5.05,7.83,9.12,2.72,3.68,2.11,2.95,3.18,9.23
P10	1.08,7.35,7.92,5.79,4.88,2.96,8.11,6.69,6.67,4.68
P11	2.27,0.01,5.74,4.1,2.09,3.41,2.02,1.59,6.35,6.9
P12	6.59,2.46,7.64,1.82,1.8,3.65,9.39,0.71,3.02,0.14
P13	6.83,5.28,1.1,5.77,6.2,9.25,0.95,8.8,1.08,8.57
P14	7.14,1.1,3.36,4.2,1.61,8.98,8.96,1.38,2.23,4.83
P15	5.41,5.25,3.53,1.57,8.93,4.5,2.44,5.61,3.85,3.79
P16	2.5,0.46,5.99,0.63,9.87,9.72,4.51,4.53,3.32,7.71
P17	4.27,4.5,7.91,5.81,1.29,5.89,9.4,5.29,9.64,9.34
P18	2.21,0.21,6.92,2.39,8.75,9.77,9.22,9.21,2.15,5.7
P19	3.46,4.98,7.69,8.88,6.86,9.33,0.1,8.82,8.32,7.52
P20	5.74,1.51,6.64,8.97,8.47,3.46,3.66,0.3,7.9,4.95
P21	8.38,3.92,6.9,0.9,9.77,3.92,2.95,5.92,2.01,8.2
P22	4.44,9.01,5.31,9.31,8.84,4.21,0.14,7.0,4.12,5.8
P23	0.01,2.2,8.96,0.59,0.46,5.42,9.83,5.08,7.92,2.95
P24	5.19,2.69,2.3,0.16,7.83,4.24,1.47,4.97,6.6,5.49
P25	4.09,3.63,7.82,7.07,9.62,7.58,4.75,5.2,0.98,2.68
P26	0.94,6.72,5.42,1.65,9.34,8.14,4.38,6.32,4.58,6.39
P27	1.05,8.78,0.25,8.45,7.68,9.71,6.34,8.17,0.93,7.44
P28	4.73,1.11,4.88,3.89,2.14,2.51,5.71,1.79,0.68,9.21
P29	1.43,3.29,5.73,3.65,2.86,1.56,9.91,6.95,9.04,5.67
P30	9.57,8.64,1.75,3.8,7.23,2.27,8.61,1.5,9.41,0.2
P31	3.74,9.77,4.24,5.53,8.27,2.37,7.51,6.04,0.29,2.94
P32	8.81,3.32,5.46,0.54,1.81,9.89,4.65,6.16,3.93,8.66
P33	5.17,4.09,1.01,1.94,5.05,9.11,2.09,1.69,8.28,4.88
P34	7.86,8.87,9.98,9.14,3.77,7.21,6.97,8.79,5.65,6.12
P35	8.5,1.43,1.18,8.0,6.36,0.36,5.18,7.69,1.18,6.75
P36	0.94,5.52,4.17,6.34,2.09,1.09,9.49,7.61,1.8,1.65
P37	2.61,5.33,7.1,7.66,4.45,6.2,5.92,8.26,9.36,2.98
P38	3.78,0.97,7.23,9.91,5.1,3.24,6.79,4.82,1.48,8.42
P39	7.39,2.67,5.36,4.66,1.23,1.39,3.14,3.9,6.79,3.04
P40	6.02,6.86,6.57,2.64,0.39,1.52,9.52,2.35,2.15,5.04
P41	8.83,1.18,0.97,3.19,1.03,8.64,1.16,7.21,1.18,6.57
P42	5.55,5.3,1.86,4.79,7.49,4.88,0.92,4.96,4.21,2.04
P43	3.97,1.65,1.33,6.7,2.83,1.53,4.63,5.75,0.35,9.44
P44	0.05,1.12,5.63,4.86,7.05,6.86,0.59,3.35,3.58,7.36
P45	0.75,5.73,3.38,8.6,8.3,1.5,7.17,5.91,5.24,4.58
P46	0.26,4.34,8.07,6.25,7.86,2.63,3.01,4.88,8.54,7.51
P47	2.71,2.01,3.18,2.79,1.2,1.97,3.98,7.04,3.56,5.61
P48	3.22,4.11,0.96,9.35,6.62,3.35,9.61,7.19,9.75,0.15
P49	4.3,7.09,8.71,2.66,3.25,2.86,8.54,8.07,1.4,9.39
P50	3.47,9.74,3.26,2.05,3.35,7.14,5.05,0.79,9.71,1.94
P51	8.02,5.67,2.96,6.97,1.47,3.31,9.63,9.54,4.4,3.24
P52	4.72,6.96,9.33,8.78,9.64,0.18,0.46,9.82,0.73,0.78
P53	1.18,3.73,6.63,7.64,2.33,6.19,5.47,2.5,4.08,6.22
P54	4.58,7.44,8.36,7.85,5.72,3.19,8.65,6.75,8.92,4.79
P55	6.04,1.48,6.72,9.43,8.34,7.84,8.36,2.27,9.64,9.4
P56	0.46,7.77,3.11,9.24,6.83,7.6,9.19,5.49,4.84,1.54
P57	4.4,8.53,0.18,4.2,3.7,8.39,4.81,8.9,0.5,9.01
P58	5.17,9.64,4.15,0.25,9.18,3.64,4.18,9.48,0.58,9.77
P59	4.31,1.89,9.09,2.69,6.82,3.1,2.77,8.7,9.85,7.65
P60	6.98,6.7,5.76,4.74,0.72,7.23,8.79,5.8,6.92,2.74
P61	4.16,9.01,7.77,5.17,8.69,2.8,0.28,0.44,5.16,3.44
P62	0.0,4.88,8.79,2.23,2.51,5.73,4.46,3.98,3.75,6.59
P63	7.34,1.73,9.93,8.29,8.29,2.35,6.94,7.98,7.41,3.73
P64	7.57,2.01,5.87,7.24,1.75,3.25,6.47,8.32,1.63,9.7
P65	8.11,4.07,8.47,9.42,7.82,9.13,2.82,5.98,6.94,0.27
P66	2.95,0.02,4.48,5.44,9.09,4.93,1.93,5.66,2.45,8.89
P67	8.31,6.33,9.0,1.35,3.41,0.11,7.36,9.24,0.15,5.43
P68	9.24,7.08,4.01,2.84,8.59,5.74,8.75,6.66,2.53,6.36
P69	2.7,0.66,3.16,9.76,9.19,4.79,4.5,6.64,8.23,4.6
P70	2.63,0.5,3.58,6.13,0.66,3.81,1.13,6.94,2.01,7.17
P71	9.82,8.14,7.14,3.31,6.07,3.42,8.87,9.98,6.16,8.38
P72	1.26,0.99,8.85,7.43,5.06,0.06,2.24,6.42,0.68,0.3
P73	4.71,5.96,6.0,1.04,9.59,4.37,2.12,4.54,7.37,9.35
P74	4.83,7.49,7.03,4.37,3.41,5.94,0.35,9.23,1.3,7.95
P75	9.04,3.92,4.89,5.11,4.94,2.02,7.93,2.59,7.57,2.28
P76	8.93,7.71,1.71,7.28,8.09,8.46,0.38,3.87,8.52,6.95
P77	4.46,3.16,3.59,7.24,1.3,6.92,8.78,3.63,8.79,3.45
P78	1.55,3.42,0.44,8.14,7.31,7.42,9.2,3.26,2.96,2.93
P79	5.03,6.87,2.16,6.07,1.72,3.05,7.84,5.07,3.56,4.41
P80	8.51,1.3,1.17,2.88,4.3,2.75,9.14,6.94,7.67,2.9
P81	4.9,1.62,1.54,8.97,9.66,2.7,4.53,5.04,7.2,8.05
P82	8.95,9.49,5.7,7.0,2.18,1.05,1.25,3.6,6.43,4.57
P83	8.75,0.58,4.67,5.87,7.7,8.58,3.13,4.88,5.63,9.94
P84	1.74,7.42,1.77,6.65,4.58,9.34,6.86,0.2,1.45,0.84
P85	3.11,4.49,0.58,4.98,9.67,4.0,9.55,2.23,5.15,6.33
P86	8.72,1.66,8.46,2.11,6.5,0.62,3.12,5.33,0.96,6.69
P87	8.43,4.26,6.01,9.72,2.72,6.4,3.02,7.22,0.25,0.76
P88	1.01,3.37,3.43,7.59,9.16,0.38,6.29,8.47,5.85,1.2
P89	3.47,9.55,7.08,4.12,1.49,6.8,5.79,3.3,5.39,5.11
P90	0.36,3.68,4.3,2.08,7.35,5.54,4.37,3.7,8.36,1.6
P91	5.72,1.16,5.85,9.26,3.18,7.44,5.92,1.37,6.99,7.54
P92	8.55,2.01,0.8,8.75,7.79,7.37,8.89,5.83,4.61,8.11
P93	3.79,1.28,5.11,6.45,8.16,2.89,5.61,0.53,2.25,8.91
P94	3.86,8.61,9.04,6.44,2.58,8.06,4.63,9.87,7.68,7.28
P95	0.55,4.55,8.25,4.24,8.13,5.44,9.89,1.57,2.31,1.61
P96	5.74,6.83,3.9,5.44,2.18,5.94,4.58,9.45,7.16,9.55
P97	8.88,4.98,9.7,4.84,0.49,4.01,8.38,9.71,8.55,9.62
P98	5.17,2.6,0.88,1.32,8.58,8.48,7.18,8.39,6.59,1.19
P99	4.94,8.21,5.6,2.5,5.07,6.9,6.24,1.14,1.88,6.33
P100	0.92,8.44,4.39,4.99,0.6,3.15,2.01,0.26,0.27,4.37
P101	7.88,6.05,3.78,0.84,7.31,2.91,8.44,4.38,7.23,7.48
P102	9.14,7.09,4.89,4.12,9.69,5.51,0.42,4.59,6.67,9.25
P103	8.61,0.87,7.0,8.28,9.59,2.19,5.91,1.04,6.89,9.69
P104	6.72,4.82,3.99,1.26,6.75,1.1,7.35,4.8,6.87,1.12
P105	4.53,9.98,3.17,1.09,1.15,7.72,0.53,2.27,9.25,1.47
P106	7.07,8.45,2.57,6.65,7.68,2.13,1.57,2.56,2.29,1.45
P107	1.89,6.47,1.9,1.38,5.4,0.81,1.02,6.91,2.02,2.67
P108	0.33,0.49,4.05,9.35,7.63,3.09,1.95,5.06,8.11,6.36
P109	2.07,1.49,7.23,3.04,2.41,9.5,1.04,4.35,1.81,9.85
P110	8.8,6.1,1.93,8.62,2.37,9.31,8.96,6.88,5.37,7.79
P111	3.59,4.63,2.51,2.35,3.92,6.52,6.12,0.6,5.67,0.25
P112	2.83,2.16,8.05,8.97,7.66,1.19,1.62,5.99,7.0,2.34
P113	6.76,3.15,4.54,1.33,7.24,4.59,6.2,8.64,3.63,3.92
P114	1.28,3.11,5.87,5.94,6.68,2.68,2.2,3.73,0.77,0.86
P115	4.3,8.33,0.91,0.98,4.96,0.55,6.57,5.13,5.03,4.38
P116	5.88,0.79,0.97,6.9,8.79,6.41,3.0,2.35,4.77,6.63
P117	6.65,6.87,6.09,8.62,7.03,6.25,0.49,4.1,6.29,0.8
P118	8.64,5.37,9.27,0.63,2.36,9.74,1.7,9.62,9.4,3.87
P119	7.94,8.16,9.45,8.48,2.63,3.49,3.6,4.38,1.53,1.02
P120	6.84,2.63,2.29,1.79,8.81,5.38,4.83,9.36,3.25,8.88
P121	4.71,3.92,0.58,7.05,9.92,2.61,1.41,2.08,3.21,3.2
P122	0.8,8.35,7.54,1.98,4.54,7.53,1.69,8.27,8.95,5.38
P123	6.91,5.0,5.33,5.49,3.06,9.04,8.37,1.19,4.43,5.43
P124	5.8,4.42,1.51,6.97,2.61,9.73,4.39,4.24,9.46,2.0
P125	8.01,1.44,9.15,9.23,7.04,0.18,9.07,5.18,0.49,7.09
P126	0.39,2.49,2.18,0.56,6.46,3.42,3.42,9.0,4.34,4.57
P127	8.69,5.71,2.78,1.36,3.08,5.32,9.8,0.3,3.02,2.86
P128	0.49,0.05,8.08,9.46,3.52,7.02,2.12,7.76,0.62,8.05
P129	6.81,6.4,9.1,0.03,8.96,4.95,1.49,6.42,6.05,0.18
P130	0.19,1.21,0.92,9.82,7.48,3.98,7.48,2.11,2.65,3.25
P131	4.25,8.53,9.04,1.89,1.41,1.83,3.23,4.83,0.04,3.87
P132	7.49,8.88,9.47,5.75,4.6,4.44,9.63,8.0,0.83,1.14
P133	0.49,9.93,9.08,2.95,0.17,5.42,9.11,3.32,6.33,7.08
P134	5.95,7.77,3.07,1.91,0.61,9.53,6.95,9.49,9.82,3.57
P135	1.11,7.77,2.28,5.86,6.46,2.85,9.82,7.55,1.99,6.28
P136	0.8,8.32,4.43,7.62,2.04,9.19,9.04,0.52,2.67,2.64
P137	9.12,7.81,0.17,7.31,1.89,4.6,4.62,4.88,2.05,9.14
P138	1.55,9.62,2.77,7.38,7.95,4.34,5.51,1.15,8.74,2.46
P139	6.41,9.66,2.8,2.63,7.4,0.27,8.82,0.85,3.93,8.17
P140	1.2,5.46,0.09,3.59,5.35,1.68,3.93,2.03,9.86,5.97
P141	2.46,5.2,0.4,5.09,6.1,0.18,6.35,1.12,7.16,9.84
P142	6.53,1.84,5.48,0.44,4.97,5.08,7.0,0.79,1.03,6.88
P143	7.85,3.68,0.67,6.07,7.52,1.68,7.45,1.64,9.2,8.78
P144	2.4,5.54,4.81,4.21,1.61,0.47,4.84,6.77,9.36,1.23
P145	0.42,6.44,2.17,8.79,6.19,4.96,6.44,7.93,7.6,8.6
P146	8.0,3.15,5.68,4.42,7.23,2.53,5.64,6.1,7.25,5.93
P147	2.83,6.48,6.05,2.2,1.54,1.76,5.62,9.88,6.95,6.82
P148	2.38,7.17,0.81,1.81,3.58,0.12,4.56,7.73,3.94,2.06
P149	1.59,2.82,4.93,3.93,1.97,1.99,7.04,2.23,8.92,8.97
P150	1.7,0.92,6.04,4.15,5.31,4.09,8.42,1.92,2.63,8.75
P151	8.65,7.58,0.42,0.71,0.99,7.75,5.23,2.23,2.84,8.01
P152	1.07,6.88,3.09,7.95,3.74,5.86,1.21,7.01,8.62,9.88
P153	8.98,4.25,7.83,2.62,9.5,1.08,0.77,4.98,4.46,9.18
P154	9.54,4.03,0.91,4.82,6.68,7.12,3.84,6.99,8.29,9.41
P155	9.12,8.94,9.93,2.71,4.18,2.04,6.24,4.39,0.63,6.31
P156	7.62,8.02,3.85,4.09,9.1,1.31,9.28,2.15,7.09,2.95
P157	4.46,2.81,9.53,6.9,8.52,6.38,3.61,1.96,8.04,5.79
P158	3.23,4.71,9.52,9.13,5.34,5.69,3.57,7.36,9.94,2.73
P159	5.47,2.7,4.16,0.05,9.89,7.62,4.3,8.61,5.2,5.76
P160	3.43,1.54,3.91,3.87,4.0,7.97,1.61,8.1,6.44,0.37
P161	6.19,8.96,4.99,3.21,2.83,6.81,1.51,5.14,7.9,3.59
P162	6.26,3.31,6.75,7.19,2.61,5.75,6.11,2.21,8.9,7.04
P163	1.82,4.11,6.37,3.35,6.5,4.57,7.08,4.98,9.7,2.33
P164	9.28,8.78,5.42,7.41,0.57,7.88,7.7,6.43,1.26,3.47
P165	5.41,3.46,1.3,1.74,1.6,3.74,3.98,9.3,1.0,7.33
P166	8.95,2.12,1.78,6.14,5.35,6.21,4.06,0.23,2.67,3.03
P167	8.2,8.94,3.71,9.22,0.44,8.2,9.14,7.93,2.25,7.72
P168	7.67,8.61,2.16,0.97,9.12,3.27,6.0,6.46,0.63,9.78
P169	1.91,0.8,7.45,6.95,1.73,2.83,0.66,1.83,9.08,3.67
P170	3.9,7.25,7.46,8.76,9.75,6.1,9.17,7.12,4.75,9.62
P171	6.27,7.37,8.31,8.83,0.78,2.01,7.44,1.72,0.07,9.41
P172	3.69,4.21,6.85,7.59,3.22,9.26,0.76,5.09,3.81,6.91
P173	9.61,2.16,5.14,8.02,4.34,9.6,9.54,5.42,0.83,3.69
P174	1.34,9.58,5.85,3.12,1.88,0.18,1.65,7.59,5.91,0.96
P175	5.86,8.78,2.79,3.05,8.89,1.17,2.28,1.04,1.26,4.13
P176	0.52,6.84,6.82,6.86,6.53,8.7,6.16,4.71,3.31,6.59
P177	6.52,8.73,0.48,0.65,0.56,0.35,7.45,6.39,6.67,9.47
P178	6.88,8.87,7.63,7.63,8.42,8.22,2.94,7.24,1.73,0.58
P179	2.38,4.28,6.11,1.77,4.88,4.68,0.95,5.79,7.32,3.8
P180	8.0,6.69,2.33,4.43,1.41,0.23,3.09,1.21,6.13,1.23
P181	5.44,8.35,8.66,3.77,4.67,3.18,6.73,3.63,5.18,0.09
P182	6.15,7.07,5.91,8.41,3.51,5.3,3.5,2.78,3.53,1.65
P183	8.27,6.5,8.31,7.21,4.94,6.84,3.73,1.06,1.43,6.22
P184	5.24,3.42,3.99,4.56,1.2,3.38,6.49,6.48,6.86,8.19
P185	4.82,1.34,6.41,7.68,4.68,5.75,3.63,5.63,2.85,5.45
P186	3.67,9.75,7.08,8.36,0.26,3.35,9.72,1.01,2.47,4.62
P187	3.5,8.41,5.03,4.02,6.01,1.21,4.45,6.29,0.72,4.68
P188	0.72,1.32,8.49,1.3,1.13,7.12,3.49,2.24,8.33,9.16
P189	1.06,3.52,9.51,2.29,3.47,9.31,7.25,5.76,1.28,8.44
P190	5.76,6.9,4.32,9.89,7.85,6.33,6.58,9.85,9.03,5.92
P191	3.29,5.76,5.34,0.97,7.1,2.71,0.48,9.74,2.52,3.45
P192	5.89,6.67,4.2,6.33,4.96,0.49,5.32,4.7,8.64,4.83
P193	6.63,7.2,4.96,6.74,5.69,1.0,9.85,8.26,8.36,8.69
P194	9.49,6.93,1.29,5.78,7.68,4.16,5.15,7.1,2.64,4.11
P195	3.2,9.89,8.88,1.95,8.73,6.13,9.2,7.24,7.72,8.72
P196	0.79,7.44,0.73,4.46,7.24,6.7,8.31,1.87,5.15,7.25
P197	0.34,3.26,0.12,4.24,8.21,8.6,1.92,9.96,2.58,3.52
P198	2.59,0.09,6.69,4.87,4.65,2.94,6.45,5.0,8.64,2.33
P199	4.51,0.44,0.67,6.26,4.61,1.5,0.76,6.35,6.47,6.61
P200	2.56,7.66,9.04,9.54,3.13,4.45,1.72,8.1,9.29,5.04
P201	9.16,9.9,3.55,8.41,4.7,4.9,8.25,5.37,2.03,4.26
P202	1.49,0.14,2.29,2.28,1.86,1.45,5.97,1.33,2.26,8.09
P203	5.2,9.83,4.76,0.64,2.23,9.69,9.45,9.76,4.01,2.96
P204	0.39,1.68,1.28,6.82,0.82,2.76,2.96,2.52,7.91,8.9
P205	2.93,6.44,4.72,9.85,6.98,0.97,3.17,5.01,2.23,8.68
P206	7.2,5.55,9.9,5.83,9.96,6.53,5.19,0.2,1.96,4.52
P207	4.49,3.87,0.0,8.26,1.31,3.81,8.18,4.36,7.12,1.67
P208	2.89,5.8,1.89,9.66,3.56,8.15,2.83,1.08,9.68,7.5
P209	6.18,2.57,2.41,4.33,8.55,0.17,6.14,9.78,9.38,2.55
P210	1.25,4.08,5.12,3.26,4.39,2.31,9.48,8.14,6.77,9.05
P211	1.13,5.55,4.02,2.03,1.91,4.57,3.52,4.47,3.98,0.96
P212	6.3,7.3,4.05,1.37,1.16,5.39,6.32,3.78,7.68,6.3
P213	3.68,6.42,3.86,6.32,8.22,7.54,1.14,6.04,8.17,6.15
P214	6.44,6.88,8.18,6.98,6.58,0.94,3.68,3.77,4.86,8.61
P215	8.46,1.29,3.86,2.41,6.12,0.31,0.85,0.85,2.76,9.59
P216	4.61,3.38,8.12,5.32,3.06,5.57,6.69,1.87,1.44,4.29
P217	8.82,7.01,9.64,4.13,4.09,1.27,5.74,9.36,5.62,3.75
P218	9.66,1.04,4.75,5.99,7.64,4.69,9.79,1.59,3.1,2.36
P219	1.44,1.62,4.25,2.09,0.09,4.8,2.06,9.06,6.82,7.33
P220	4.93,5.14,1.2,9.05,7.82,7.98,3.22,1.58,4.53,6.3
P221	6.28,9.29,1.23,5.52,0.8,5.76,8.45,6.65,5.2,6.88
P222	6.38,1.87,2.13,6.63,5.44,2.15,3.05,3.12,9.82,5.92
P223	3.62,0.73,7.0,2.85,5.34,8.55,0.26,3.53,6.89,6.76
P224	4.26,4.04,9.35,0.38,6.19,4.36,5.56,4.05,6.2,0.7
P225	3.32,2.38,1.15,5.01,5.41,8.17,5.2,9.32,7.8,4.38
P226	9.22,8.57,8.5,6.79,8.61,3.42,5.8,1.02,5.5,3.39
P227	4.28,1.74,7.46,1.81,1.12,1.7,8.93,6.12,3.04,5.54
P228	5.98,0.93,6.53,6.37,7.48,6.9,9.89,3.25,7.92,5.31
P229	6.12,4.27,7.91,6.73,9.67,2.89,8.58,2.58,8.56,5.04
P230	5.17,9.76,5.83,0.38,3.32,1.9,0.47,4.46,8.62,5.78
P231	8.81,7.15,6.56,7.36,1.75,9.28,5.16,0.49,1.84,1.43
P232	7.08,0.18,7.08,8.16,1.47,3.84,4.83,6.35,8.44,6.35
P233	0.36,8.49,0.4,9.03,9.16,0.83,5.63,8.35,1.3,0.89
P234	8.73,7.48,9.03,1.49,1.55,2.73,5.98,6.19,6.37,7.37
P235	7.33,6.4,9.4,7.21,5.68,1.86,9.23,6.04,6.51,4.08
P236	9.73,4.0,0.53,7.44,0.67,8.84,7.47,3.38,3.23,8.03
P237	7.53,1.13,8.99,9.71,2.03,2.87,2.88,1.75,4.48,1.93
P238	0.77,1.11,6.93,0.16,1.55,0.3,4.12,4.7,2.49,3.6
P239	9.82,4.9,3.8,3.63,5.34,7.38,5.22,7.67,0.46,0.86
P240	2.93,4.34,0.58,2.66,9.94,3.03,2.3,5.78,6.91,2.88
