P1	0.59,1.57,4.63,1.99,6.34,6.89,4.9,5.18,0.73,3.68
P2	6.45,8.95,4.26,0.12,5.55,3.4,5.21,3.03,5.83,2.94
P3	9.13,4.93,6.01,1.08,0.65,6.07,4.38,2.52,4.25,2.66
P4	8.4,1.14,4.51,8.68,8.61,6.91,6.45,2.85,8.12,2.19
P5	3.55,6.75,3.13,0.47,4.27,2.31,5.16,6.49,8.29,9.35
P6	2.64,6.85,9.5,4.48,8.34,4.64,6.68,2.95,8.96,9.83
P7	1.85,3.92,5.01,9.71,2.79,8.06,2.33,9.79,8.89,3.39
P8	1.58,6.6,8.98,1.71,8.06,7.82,5.54,3.34,2.52,4.43
P9	2.2,2.07,2.86,1.61,0.56,6.24,7.92,2.59,7.87,3.69
P10	6.93,9.85,9.25,0.61,2.53,3.38,7.03,4.61,1.09,4.5
